72,"{'86925': 16, '86465': 15, '864657': 18, '865157': 18, '8610527': 18, '10925': 13, '10465': 12, '104627': 14, '10115': 10, '101127': 12, '101157': 13, '10515': 12, '105127': 14, '105157': 15, '101055': 13, '1010527': 15, '47925': 15, '47465': 14, '47115': 12, '47515': 14, '471055': 15, '97925': 16, '97465': 15, '97115': 13, '97515': 15, '971054': 16}"
73,{}
74,{}
75,"{'1261813': 15, '126410': 13, '12645': 12, '126413': 13, '126510': 13, '1265510': 16, '12611310': 17}"
76,"{'55210': 12, '5525': 11, '275242': 16, '275210': 14}"
77,"{'1184610': 16, '118520': 14, '118510': 13, '11811120': 18, '294610': 14, '29520': 12, '29510': 11, '2911120': 16, '1234610': 16, '123520': 14, '123510': 13, '12311110': 17}"
78,"{'596813': 16, '593413': 15, '59813': 13, '59426': 13, '59413': 12, '1216813': 17, '1213413': 16, '121813': 14, '1214106': 16, '121426': 14, '121413': 13}"
79,"{'802610': 15, '802611': 15, '402610': 14, '402611': 14, '202610': 13, '202611': 13, '202625': 14, '432611': 14, '432625': 15}"
80,"{'881211': 14, '8811110': 17, '441211': 13, '4411111': 16, '2210011': 15, '225011': 14, '221210': 12, '221211': 12, '2211110': 15, '2211111': 15, '510010': 13, '510011': 13, '55010': 12, '55011': 12, '51220': 11, '51210': 10, '51211': 10, '511120': 14, '511110': 13, '5510010': 16, '555010': 15, '551220': 14, '551210': 13, '5511120': 17}"
81,"{'661009': 17, '66509': 16, '66259': 15, '66539': 16, '661099': 17, '161009': 15, '1610021': 16, '16509': 14, '165021': 15, '16259': 13, '162521': 14, '16539': 14, '161099': 15}"
82,"{'10264': 12, '2564': 10, '10764': 12}"
83,"{'38104': 12, '381047': 15, '3854': 11, '38547': 14, '38554': 14, '4104': 9, '41047': 12, '454': 8, '4547': 11, '4554': 11, '45547': 14, '4754': 11, '47547': 14, '47554': 14}"
84,"{'901946': 17, '904146': 18, '221946': 15, '224146': 16, '22415': 13, '117046': 16, '11705': 13, '11846': 13, '1185': 10, '111946': 14, '11195': 11, '11415': 12, '25705': 14, '2585': 11, '25195': 12, '25415': 13, '53705': 15, '5385': 12, '53195': 13, '53415': 14}"
85,{}
86,{}
